vibration,temperature,pressure,rpm,power,flow_rate,label
0.32483570765056163,62.798710873172006,4.7974465175076855,1404.6096221061305,95.68253197517532,19.576240317977298,Normal
0.29308678494144075,61.84926736582554,4.956644398785345,1456.980749461025,99.84398255530458,19.546585891616147,Normal
0.3323844269050346,60.11926073984035,4.762274023700011,1479.3197233289177,100.09008436022224,18.204356827369985,Normal
0.3761514928204013,58.706126444588854,4.907611541108288,1594.3843828670094,102.36315172921702,19.669909808298563,Normal
0.2882923312638332,61.39644662722718,4.431915599913864,1527.8276562266878,93.16570818359587,20.732829081821745,Normal
0.288293152152541,60.786970770843496,5.063988112211882,1433.2259215450053,102.96283636923665,18.725767880923204,Normal
0.37896064077536956,61.790386440055464,5.0003616426086674,1524.301814470882,86.47804184198613,21.04848265105059,Normal
0.3383717364576454,61.27034360336394,4.754873410679543,1422.6348005530817,96.85057723818095,20.487774821084336,Normal
0.27652628070325236,62.09910543063867,5.197773700529721,1554.1345526943537,97.55863078774227,19.265766678028964,Normal
0.3271280021792982,58.92952957687886,5.281271041287967,1476.4437674091062,103.16663413035619,19.858470362662153,Normal
0.2768291153593769,62.63478813126865,4.517732040689308,1495.3181905630415,100.11315426338435,21.59832180764103,Normal
0.27671351232148717,60.3951992093848,4.771182566430136,1566.2898323771094,92.97218473071857,20.733547813505865,Normal
0.3120981135783017,64.15052174525053,4.76925729506381,1435.6418215707874,95.07503437091492,20.00878365489815,Normal
0.2043359877671101,58.621624363820864,4.718029069667341,1430.1440907443505,100.99340004773704,19.762316683039014,Normal
0.21375410837434833,63.471927606330496,5.248842452579525,1470.8200336826997,99.60466329067722,20.07660907045166,Normal
0.27188562353795137,60.39582156692529,4.9418521583681585,1551.9189425509658,97.10437945182127,19.488236442057698,Normal
0.2493584439832788,58.6971639927711,4.920645547606817,1424.032696226158,97.5958310524401,17.895250494280987,Normal
0.3157123666297637,59.03222833189135,4.398841290677974,1358.3922200944717,103.48083998579645,22.042177910534733,Normal
0.25459879622393944,59.35930538361136,5.1906254090627675,1477.44205707955,97.41153713565393,20.1553249991994,Normal
0.22938481493323543,60.848331892803834,4.6282224815439585,1527.587039995546,99.55954377985464,20.39814726512254,Normal
0.37328243844607767,61.045670976071,5.017979789079899,1560.0130874869415,110.84968294040272,19.942092250123093,Normal
0.2887111849756732,58.85259999212284,5.083213081387457,1476.84193189573,92.88158681558039,19.264883199275413,Normal
0.30337641023439615,59.95129081547803,5.4081975787515955,1479.4286696441998,90.74078634212671,19.81407551905123,Normal
0.22876259068932714,64.28454071722373,4.607353880264267,1557.6950367127874,103.91794832399303,18.40060523780569,Normal
0.27278086377374083,63.455086340201426,4.094146353253753,1406.512915015229,96.60678469352948,22.277086498053304,Normal
0.3055461294854933,60.87264733934806,5.055154863426108,1480.5739612408495,98.4088123612869,18.765488001577605,Normal
0.24245032112888484,60.0760069563364,5.540153354453256,1509.521194496253,96.09421810934442,18.96803371615282,Normal
0.31878490091728356,60.240062653436524,5.371683905881831,1522.4609360642517,98.70099929616244,19.5597407956136,Normal
0.2699680655040597,61.227035945460834,5.062897824582388,1474.509665340456,107.9926905604817,21.288075724852376,Normal
0.28541531251033614,57.95441486960319,4.852509144310385,1501.722050585292,104.0106422930906,20.014508999262652,Normal
0.26991466938853015,59.48524692515331,5.242136778991193,1375.5836323293506,104.31111755943489,18.763864203969536,Normal
0.39261390922544687,56.66283185224482,4.707936140088659,1467.0875793833077,92.91886472103677,21.25433836075734,Normal
0.2993251387631033,60.798446245210556,5.142907330806866,1522.6754356277233,94.24423131723566,20.73100062678548,Normal
0.24711445355220496,61.29439187940548,5.151641047749988,1450.885298287266,85.80460670257287,20.538434957216452,Normal
0.34112724560515945,59.03362707540125,5.318062972249664,1502.94921107948,95.95309589458623,20.71573424117084,Normal
0.23895781750144887,63.14797352658007,5.827898011673323,1522.3436250401348,104.78351593192829,22.39436190058245,Normal
0.3104431797502378,57.548468673995316,5.1177247901536305,1482.8725399571117,102.58473257874185,22.185094895036112,Normal
0.20201649380601122,57.07125023958036,4.8473109122877505,1508.5231885498285,98.89243368523938,19.313284656996704,Normal
0.23359069755507844,60.44890363711995,4.992327706342402,1451.8633717357693,99.88849858140973,21.623884992811153,Normal
0.30984306179345616,62.09419660522431,4.469277228533264,1489.6694360151976,96.55557228712297,20.3831681897589,Normal
0.3369233289997705,63.367855382915735,4.791586060673283,1530.510808479461,101.02379441200893,20.49909581613775,Normal
0.30856841405949853,59.08223147426212,4.877215268566069,1507.8486480484216,103.82939139740307,18.307729168356673,Normal
0.29421758588058794,62.15736166686259,4.8427734806196225,1470.6734365218033,91.92056606294764,19.829614234611803,Normal
0.28494481522053555,59.92298306099858,5.045706461610116,1511.2108202145396,101.49823843918674,19.187176409663437,Normal
0.22607390048162862,59.65474540011836,4.75327402028534,1535.730489531831,104.66217435477334,20.82805881489331,Normal
0.26400778958026455,61.767319874973346,5.336309200197341,1397.502936071126,97.92449855518315,21.071080500402804,Normal
0.2769680614520106,61.30464575682684,5.0000621194754595,1557.953703247795,103.50350306060292,17.92551364898369,Normal
0.3528561113109458,56.847215686031504,4.997209903658415,1483.1872630659464,114.07327222236276,19.97796513599573,Normal
0.31718091447842306,62.95308069945179,4.9016315850461245,1521.2744966620114,99.47828603506554,21.121861504794254,Normal
0.2118479922318633,62.760182708294906,5.0465572051576935,1559.8623461822615,101.96653525002662,19.813321037686556,Normal
0.31620419846973974,58.74887459698094,5.24752947940029,1431.4163151384766,96.30971458169304,20.729063645002363,Normal
